address,admin_name,external_id,facility_name,latitude,longitude,manager,operation_status,phone
충청남도 아산시 용화동 1459,충청남도 아산시,288-2-000006,용화동 제3공영주차장,36.77235582,127.0086316,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 용화동 1596,충청남도 아산시,288-2-000007,용화동 제4공영주차장,36.77410845,127.0124642,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 온천동 2430,충청남도 아산시,288-2-000008,용화동 제5공영주차장,36.774873,127.005112,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 온천동 2038,충청남도 아산시,288-2-000009,용화동 제6공영주차장,36.779276,127.011521,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 인주면 걸매리 1004,충청남도 아산시,288-2-000018,인주면 걸매리 제1공영주차장,36.87794723,126.8696448,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 인주면 걸매리 1024,충청남도 아산시,288-2-000019,인주면 걸매리 제2공영주차장,36.88429345,126.8805473,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 인주면 걸매리 1049,충청남도 아산시,288-2-000020,인주면 걸매리 제3공영주차장,36.87290772,126.8793288,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 신흥리 64-1,충청남도 아산시,288-2-000041,좌부동 공영주차장,36.75542174,127.0329583,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 탕정면 매곡리 1240,충청남도 아산시,288-2-000046,탕정지구 제3공영주차장,36.78606749,127.0810092,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 탕정면 매곡리 1272,충청남도 아산시,288-2-000047,탕정지구 제4공영주차장,36.78491953,127.0807862,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 탕정면 매곡리 1329,충청남도 아산시,288-2-000048,탕정지구 제5공영주차장,36.78273465,127.0820358,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 탕정면 매곡리 1374,충청남도 아산시,288-2-000049,탕정지구 제6공영주차장,36.78059469,127.0835741,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 탕정면 매곡리 1408,충청남도 아산시,288-2-000050,탕정지구 제7공영주차장,36.78103502,127.0876458,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 방축동 428-30,충청남도 아산시,288-2-000035,방축동 제1공영주차장,36.77645623,126.9818057,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 방축동 763,충청남도 아산시,288-2-000036,방축동 제2공영주차장,36.77649611,126.9797536,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 방축동 730,충청남도 아산시,288-2-000037,방축동 제3공영주차장,36.77440339,126.9819111,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 방축동 140-31,충청남도 아산시,288-2-000038,방축동 제4공영주차장,36.78603518,126.9854192,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 북수리 1672,충청남도 아산시,288-2-000029,배방읍 북수리 제2공영주차장,36.77174922,127.0745422,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 북수리 1649,충청남도 아산시,288-2-000030,배방읍 북수리 제3공영주차장,36.77196691,127.0776366,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 북수리 1612,충청남도 아산시,288-2-000031,배방읍 북수리 제4공영주차장,36.77199549,127.079832,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 북수리 1844,충청남도 아산시,288-2-000032,배방읍 북수리 제5공영주차장,36.77064822,127.0782799,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 북수리 1555,충청남도 아산시,288-2-000033,배방읍 북수리 제6공영주차장,36.77357847,127.0759004,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 북수리 1733,충청남도 아산시,288-2-000034,배방읍 북수리 제7공영주차장,36.77009383,127.072969,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 신창면 읍내리 290-5. 291-1,충청남도 아산시,288-2-000054,신창면 읍내리 제1공영주차장,36.777894,127.933471,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 신창면 창암리 557,충청남도 아산시,288-2-000001,신창면 창암리 제1공영주차장,36.76066549,126.9641834,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 신창면 창암리 539,충청남도 아산시,288-2-000002,신창면 창암리 제2공영주차장,36.76151666,126.9618366,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 신창면 행목리 346-1,충청남도 아산시,288-2-000026,신창역 공영주차장,36.77003989,126.9516424,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 실옥동 217-1,충청남도 아산시,288-2-000004,실옥동 제1공영주차장,36.78917139,126.9886232,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 실옥동 181-125,충청남도 아산시,288-2-000005,실옥동 제2공영주차장,36.78729181,126.9936293,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 음봉면 신휴리 793,충청남도 아산시,288-2-000023,아산제2테크노밸리 제3공영주차장,36.89948218,127.0643586,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 둔포면 석곡리 1949,충청남도 아산시,288-2-000024,아산제2테크노밸리 제4공영주차장,36.90675155,127.0562369,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 둔포면 석곡리 2037,충청남도 아산시,288-2-000025,아산제2테크노밸리 제5공영주차장,36.90655746,127.0695275,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 둔포면 석곡리 1482,충청남도 아산시,288-2-000021,아산테크노밸리 제1공영주차장,36.91864074,127.0612741,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 둔포면 석곡리 1480,충청남도 아산시,288-2-000022,아산테크노밸리 제2공영주차장,36.92305577,127.0624898,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 온천동 771,충청남도 아산시,288-2-000055,온양2동 공영주차장,36.777894,127.003325,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 온천동 1926,충청남도 아산시,288-2-000011,온천동 제1공영주차장,36.79287666,126.9965123,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 온천동 3143,충청남도 아산시,288-2-000014,온천동 제4공영주차장,36.785627,127.000123,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 배방읍 세교리 1576,충청남도 아산시,288-2-000052,탕정지구 제9공영주차장,36.77893364,127.0948968,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 도고면 신언리 809,충청남도 아산시,288-2-000010,도고농공단지 공영주차장,36.7565504,126.8721233,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 도고면 기곡리 296-4,충청남도 아산시,288-2-000039,도고면 기곡리 제1공영주차장,36.76245369,126.8887265,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 둔포면 둔포리 458-16,충청남도 아산시,288-2-000043,둔포면 둔포리 공영주차장,36.92978488,127.0373778,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 둔포면 운용리 668,충청남도 아산시,288-2-000027,둔포운용산단 공영주차장,36.9332331,127.0638784,충청남도 아산시,평일+토요일+공휴일,041-540-2369
충청남도 아산시 득산동 389,충청남도 아산시,288-2-000042,득산동 공영주차장,36.78546802,126.9607969,충청남도 아산시,평일+토요일+공휴일,041-540-2369
